4.45,2000,,,21,2
360,2000,,,22,2
14,2000,,,23,2
29,2000,,,24,2
405,2000,,,25,2
420,2000,,,26,2
470,2000,,,27,2
49,2000,,,28,2
505,2000,,,29,2
747,2000,,,30,2
747SL,2000,,,31,2
A-SC,2000,,,32,2
AKR,2000,,,33,2
ALBA,2000,,,34,2
ALPH,2000,,,35,2
ALPHO,2000,,,36,2
ALPRO,2000,,,37,2
AM-146,2000,,,38,2
AM-16,2000,,,39,2
AM-17,2000,,,40,2
AM-18,2000,,,41,2
APC,2000,,,42,2
APOL,2000,,,43,2
AQFN,2000,,,44,2
ARO15,2000,,,45,2
B14,2000,,,46,2
BLB13,2000,,,47,2
BNDT,2000,,,48,2
BND15,2000,,,49,2
BND17,2000,,,50,2
BNSH,2000,,,51,2
BG-17,2000,,,52,2
B16F,2000,,,53,2
BAR,2000,,,54,2
BAT-2,2000,,,55,2
BHSL,2000,,,56,2
BBC-SC,2000,,,57,2
BBC-SL,2000,,,58,2
BEE-C,2000,,,59,2
BLV13,2000,,,60,2
BB,2000,,,61,2
BLBY,2000,,,62,2
BLCRB,2000,,,63,2
BJ,2000,,,64,2
BOM3.8,2000,,,65,2
BOM4.8,2000,,,66,2
BNTO,2000,,,67,2
BOS,2000,,,68,2
BCN,2000,,,69,2
BUT,2000,,,70,2
BUZ,2000,,,71,2
BYTE,2000,,,72,2
BYTE2,2000,,,73,2
C-SC,2000,,,74,2
C-LK,2000,,,75,2
CADT,2000,,,76,2
I-CAN,2000,,,77,2
4-CAN,2000,,,78,2
4-CAN2,2000,,,79,2
5-CAN,2000,,,80,2
RNG-C,2000,,,81,2
SACAN,2000,,,82,2
CD-10,2000,,,83,2
CD-14,2000,,,84,2
CPR,2000,,,85,2
CAT13,2000,,,86,2
CAT142,2000,,,87,2
CAT142K,2000,,,88,2
CAT165,2000,,,89,2
CAT8,2000,,,90,2
CAT125,2000,,,91,2
CEL,2000,,,92,2
CHL15,2000,,,93,2
CNLSL,2000,,,94,2
CQ-12,2000,,,95,2
CHMTE,2000,,,96,2
CHES,2000,,,97,2
CHY,2000,,,98,2
CL14,2000,,,99,2
CL16,2000,,,100,2
CFJ,2000,,,101,2
COD40,2000,,,102,2
CM,2000,,,103,2
CND,2000,,,104,2
COHD,2000,,,105,2
COR15,2000,,,106,2
CSR10,2000,,,107,2
CTZ14,2000,,,108,2
COTL,2000,,,109,2
CLN13,2000,,,110,2
CLN132,2000,,,111,2
D-SC,2000,,,112,2
DABCK,2000,,,113,2
DGER,2000,,,114,2
DS,2000,,,115,2
DFD,2000,,,116,2
DM,2000,,,117,2
DC,2000,,,118,2
DNG,2000,,,119,2
DCV18,2000,,,120,2
DLP17,2000,,,121,2
DLPJR,2000,,,122,2
DLPSR,2000,,,123,2
DOODL,2000,,,124,2
DOVKE,2000,,,125,2
DOD16,2000,,,126,2
DRGNR,2000,,,127,2
DS-16,2000,,,128,2
DUS,2000,,,129,2
DUT,2000,,,130,2
DD,2000,,,131,2
DDT10,2000,,,132,2
E-SC,2000,,,133,2
18,2000,,,134,2
ELTO,2000,,,135,2
ENT,2000,,,136,2
EUR,2000,,,137,2
EVN16,2000,,,138,2
EXT,2000,,,139,2
EXP,2000,,,140,2
EXSWN,2000,,,141,2
FAL14,2000,,,142,2
FETH,2000,,,143,2
FN,2000,,,144,2
FB,2000,,,145,2
FFLY,2000,,,146,2
FJ,2000,,,147,2
FLIP,2000,,,148,2
FLCA,2000,,,149,2
FLCL,2000,,,150,2
FD,2000,,,151,2
FFSH,2000,,,152,2
FSCT,2000,,,153,2
FT,2000,,,154,2
F5,2000,,,155,2
FRD20,2000,,,156,2
FORMS,2000,,,157,2
FRUN,2000,,,158,2
FUS15,2000,,,159,2
GAL15,2000,,,160,2
GN,2000,,,161,2
GRY18,2000,,,162,2
GEM,2000,,,163,2
GEN4.4,2000,,,164,2
GHO13,2000,,,165,2
GNL13,2000,,,166,2
GNL15,2000,,,167,2
GLOR,2000,,,168,2
GLOD,2000,,,169,2
GF,2000,,,170,2
GP14,2000,,,171,2
GRP17,2000,,,172,2
GRYN,2000,,,173,2
GFC15,2000,,,174,2
GUL,2000,,,175,2
HA,2000,,,176,2
HPN4.6,2000,,,177,2
HPN5.2,2000,,,178,2
HRT14,2000,,,179,2
HAW17,2000,,,180,2
HRM15,2000,,,181,2
HERN,2000,,,182,2
HI,2000,,,183,2
H10,2000,,,184,2
HLR12,2000,,,185,2
HLR14,2000,,,186,2
HLR172,2000,,,187,2
HLRHK,2000,,,188,2
HLD19,2000,,,189,2
HLDJR,2000,,,190,2
HTR140,2000,,,191,2
HTR170,2000,,,192,2
HURI,2000,,,193,2
ILU12,2000,,,194,2
I20-SC,2000,,,195,2
INCT,2000,,,196,2
INSL,2000,,,197,2
INTD,2000,,,198,2
INT,2000,,,199,2
INVT,2000,,,200,2
ISD15,2000,,,201,2
ISD17,2000,,,202,2
J-SC,2000,,,203,2
JAV,2000,,,204,2
JAV-2,2000,,,205,2
JES12,2000,,,206,2
JES16,2000,,,207,2
JES8,2000,,,208,2
JT14,2000,,,209,2
JTWN,2000,,,210,2
JHN18,2000,,,211,2
JB,2000,,,212,2
JY15,2000,,,213,2
JY-T,2000,,,214,2
KLP15,2000,,,215,2
KN11,2000,,,216,2
KL,2000,,,217,2
KITE,2000,,,218,2
KNOC,2000,,,219,2
KOLI,2000,,,220,2
KRL15,2000,,,221,2
KRL12,2000,,,222,2
KO,2000,,,223,2
LACO,2000,,,224,2
LRK,2000,,,225,2
LRK10,2000,,,226,2
LAR16,2000,,,227,2
LASE,2000,,,228,2
LAS13,2000,,,229,2
LAS2000,2000,,,230,2
LAS3000,2000,,,231,2
LAS4.7,2000,,,232,2
LAS4000,2000,,,233,2
LAS5000,2000,,,234,2
LASE2,2000,,,235,2
LASPCU,2000,,,236,2
LASEM,2000,,,237,2
LASST,2000,,,238,2
LASVT,2000,,,239,2
LZE,2000,,,240,2
LD14,2000,,,241,2
LI,2000,,,242,2
LS13,2000,,,243,2
LS16,2000,,,244,2
LS162,2000,,,245,2
LGR16L,2000,,,246,2
M-SC,2000,,,247,2
M-20,2000,,,248,2
MACD,2000,,,249,2
MACH,2000,,,250,2
MLD12,2000,,,251,2
MWR,2000,,,252,2
MAN,2000,,,253,2
MDR,2000,,,254,2
Mar17,2000,,,255,2
MRL14,2000,,,256,2
MTN14,2000,,,257,2
MTN16,2000,,,258,2
MAX,2000,,,259,2
MAY,2000,,,260,2
MC-SC,2000,,,261,2
MBYT,2000,,,262,2
M-17,2000,,,263,2
MSED,2000,,,264,2
MLNR,2000,,,265,2
MERI,2000,,,266,2
MET,2000,,,267,2
MTON,2000,,,268,2
MM-12,2000,,,269,2
MN-SC,2000,,,270,2
MFSH,2000,,,271,2
MFSH-2,2000,,,272,2
MRR16,2000,,,273,2
MRRDY,2000,,,274,2
MI,2000,,,275,2
MST16,2000,,,276,2
MST16T,2000,,,277,2
MST4.0,2000,,,278,2
MJ,2000,,,279,2
MONK,2000,,,280,2
MON10,2000,,,281,2
MON12,2000,,,282,2
MON15,2000,,,283,2
MON8,2000,,,284,2
MO,2000,,,285,2
MUS17,2000,,,286,2
MUST,2000,,,287,2
MUTR,2000,,,288,2
MXRAY,2000,,,289,2
NRS,2000,,,290,2
N-10,2000,,,291,2
N-12,2000,,,292,2
N1D,2000,,,293,2
NEP14,2000,,,294,2
NEP16,2000,,,295,2
NPT16,2000,,,296,2
NIP,2000,,,297,2
NMD17,2000,,,298,2
ODY12,2000,,,299,2
ODY15,2000,,,300,2
OK,2000,,,301,2
OJOL,2000,,,302,2
OMG,2000,,,303,2
OD14G,2000,,,304,2
OD14,2000,,,305,2
OP,2000,,,306,2
OSPRA,2000,,,307,2
OS-1,2000,,,308,2
OS-3,2000,,,309,2
OVN16,2000,,,310,2
PSC17,2000,,,311,2
PELI,2000,,,312,2
PG,2000,,,313,2
PET,2000,,,314,2
PHNTM,2000,,,315,2
PINT,2000,,,316,2
PIRAT,2000,,,317,2
PIX,2000,,,318,2
PTJ15,2000,,,319,2
PRP12,2000,,,320,2
PRS14,2000,,,321,2
PRS15,2000,,,322,2
PRS16,2000,,,323,2
PRS185,2000,,,324,2
PUF,2000,,,325,2
R18,2000,,,326,2
RDR16,2000,,,327,2
RNG11,2000,,,328,2
RNG12,2000,,,329,2
RNG16,2000,,,330,2
RNG9,2000,,,331,2
RSCL,2000,,,332,2
RA,2000,,,333,2
REB,2000,,,334,2
RED,2000,,,335,2
REN,2000,,,336,2
RB,2000,,,337,2
RINKY,2000,,,338,2
ROAD,2000,,,339,2
RBN,2000,,,340,2
ROS13,2000,,,341,2
RS200,2000,,,342,2
RS400,2000,,,343,2
RS600,2000,,,344,2
RS700,2000,,,345,2
RS800,2000,,,346,2
RSFEV,2000,,,347,2
RSVAR,2000,,,348,2
S-12,2000,,,349,2
SBT-N,2000,,,350,2
SBT,2000,,,351,2
SLB,2000,,,352,2
SAF,2000,,,353,2
SLS,2000,,,354,2
SCT16,2000,,,355,2
SDP100,2000,,,356,2
SNDPR,2000,,,357,2
SATL,2000,,,358,2
SCH16,2000,,,359,2
SCOR,2000,,,360,2
SPL21K,2000,,,361,2
SNAR,2000,,,362,2
SWCH,2000,,,363,2
SBD,2000,,,364,2
SESA,2000,,,365,2
SHB,2000,,,366,2
SWND,2000,,,367,2
SRN17,2000,,,368,2
SRC15,2000,,,369,2
SKAT2,2000,,,370,2
SKID,2000,,,371,2
SJ,2000,,,372,2
SL,2000,,,373,2
SN,2000,,,374,2
SOS13,2000,,,375,2
SOLO,2000,,,376,2
SPKR,2000,,,377,2
SPKL,2000,,,378,2
SPDBL,2000,,,379,2
SPN13,2000,,,380,2
SPN15,2000,,,381,2
SPN16,2000,,,382,2
SPR,2000,,,383,2
SP,2000,,,384,2
SR-17,2000,,,385,2
STC,2000,,,386,2
STD14,2000,,,387,2
STF,2000,,,388,2
STFS,2000,,,389,2
SWN135,2000,,,390,2
STH,2000,,,391,2
STRK,2000,,,392,2
SUI,2000,,,393,2
SUNC,2000,,,394,2
SBRD,2000,,,395,2
SF,2000,,,396,2
SUNF,2000,,,397,2
SUNSP,2000,,,398,2
SPOR,2000,,,399,2
SSAT,2000,,,400,2
SSNAR2,2000,,,401,2
SSF,2000,,,402,2
SSFT,2000,,,403,2
SNV,2000,,,404,2
SURGL,2000,,,405,2
SURF,2000,,,406,2
SURP,2000,,,407,2
SWSX,2000,,,408,2
TNZ14,2000,,,409,2
TNZ16,2000,,,410,2
TASA,2000,,,411,2
TASAM,2000,,,412,2
TEAL,2000,,,413,2
TD,2000,,,414,2
TERN,2000,,,415,2
TEN,2000,,,416,2
TWLV,2000,,,417,2
TH,2000,,,418,2
TBD,2000,,,419,2
TOP,2000,,,420,2
TOCB,2000,,,421,2
TWN,2000,,,422,2
TRF547,2000,,,423,2
TRA,2000,,,424,2
TRD,2000,,,425,2
UFO,2000,,,426,2
USMO,2000,,,427,2
UP,2000,,,428,2
US-1,2000,,,429,2
VAG17,2000,,,430,2
VGD15,2000,,,431,2
VECT,2000,,,432,2
VIP,2000,,,433,2
VOL,2000,,,434,2
VOY15,2000,,,435,2
WB-8,2000,,,436,2
WAN14,2000,,,437,2
WF,2000,,,438,2
WPN,2000,,,439,2
WS,2000,,,440,2
WWP15,2000,,,441,2
WWP19,2000,,,442,2
WL14,2000,,,443,2
WHIP,2000,,,444,2
WHWN,2000,,,445,2
WHCAP,2000,,,446,2
WDG,2000,,,447,2
WILF,2000,,,448,2
WINF,2000,,,449,2
WINJ,2000,,,450,2
WM,2000,,,451,2
WINE,2000,,,452,2
WD,2000,,,453,2
WIZ,2000,,,454,2
WP,2000,,,455,2
X-14,2000,,,456,2
X-B,2000,,,457,2
Y-B,2000,,,458,2
YF,2000,,,459,2
ZEF12,2000,,,460,2
ZEN,2000,,,461,2
ZUM,2000,,,462,2
